,agency_name,agency_url,award_number,award_title,res_id,res_title
383,National Aeronautics and Space Administration (NASA) Earth and Space Science Fellowship Program,,14- EARTH14F-198,Groundwater and Economic Sustainability in Agricultural Systems Under Climate Change: A Coupled Human-Natural Systems Approach,55331a41d5f34c97baf90beb910af070,Annual Irrigation Maps - Republican River Basin (AIM-RRB; Deines et al. 2017)
384,iUtah (NSF),,1208732,Research Catalyst Grant 2014,bf8cc53dc6394cca91d096c5f6370956,"Stream impoundment: comprehensive riverine effects on the Provo River, Utah"
385,United States National Science Foundation,,NSF Award Number 1208732,iUTAH-innovative Urban Transitions and Arid region Hydro-sustainability,5e81d3071b1745a297542844859c1318,In situ measurements of soil and vadose zone water isotopes reveal water storage and fluxes in semi-aird ecosystems
386,National Science Foundation,,WSC 1039180,"CLASS: Coupled Landscape, Atmospheric, and Socioeconomic Systems (High Plains Aquifer)",55331a41d5f34c97baf90beb910af070,Annual Irrigation Maps - Republican River Basin (AIM-RRB; Deines et al. 2017)
387,National Science Foundation,,1446870,Division of Earth Sciences,197adcdc76b34591bd78a811bf1dfbfe,MODIS MOD10A2 derived snow season for the western U.S.
388,NSF Epscor,,IIA 1208732,part of the State of Utah EPSCoR Research Infrastructure Improvement Award,5189f406a23946c2953865f74e520db9,Community Key Informant Final
389,USDA NIFA,,2015-68007- 23133,"Developing and Promoting Water-, Nutrient-, and Climate-Smart Technologies to Help US Agricultural Systems Adapt to Climate and Societal Changes",55331a41d5f34c97baf90beb910af070,Annual Irrigation Maps - Republican River Basin (AIM-RRB; Deines et al. 2017)
390,National Science Foundation,http://iutahepscor.org/index.php,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,2d35730a34c94d91b17f9929807fbf4f,Preliminary values and standard operating procedures for determining fecal pollution sources in Utah watersheds
391,CUAHSI,,,,e3bc85cd6ece4710987284bd01aa6ad4,Hydrologic research problem solving in HydroShare - Thunder Creek
392,"INFEWS, supported by NSF and USDA-NIFA",,Continuing support,Developing Pathways Toward Sustainable Irrigation across the United States Using Process-based Systems Models (SIRUS),55331a41d5f34c97baf90beb910af070,Annual Irrigation Maps - Republican River Basin (AIM-RRB; Deines et al. 2017)
393,Hydro Research Foundation,,,,cdd0ccc37c3b43179d63a4fcb2786c2d,Data and numerical model for testing multifrequency analysis of temperature time series in streambeds
394,National Science Foundation,,,,e3bc85cd6ece4710987284bd01aa6ad4,Hydrologic research problem solving in HydroShare - Thunder Creek
395,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,2b3afc29e11c412c84d5c9cd9b6279d6,iUTAH GAMUT Network Raw Data at Logan River at the Utah Water Research Laboratory west bridge (LR_WaterLab_AA)
396,Idaho Transportation Department,,,,cdd0ccc37c3b43179d63a4fcb2786c2d,Data and numerical model for testing multifrequency analysis of temperature time series in streambeds
397,CUAHSI,,,,70b977e22af544f8a7e5a803935c329c,"Lowering the barriers to computational modeling of Earth’s surface: coupling Jupyter Notebooks with Landlab, HydroShare, and CyberGIS for research and education"
398,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,645bcfee68cd4edbb19883cde0c7597c,iUTAH GAMUT Network Raw Data at Climate Station at TW Daniels Experimental Forest (LR_TWDEF_C)
399,Idaho State Board of Education,,,,cdd0ccc37c3b43179d63a4fcb2786c2d,Data and numerical model for testing multifrequency analysis of temperature time series in streambeds
400,National Science Foundation,,,,70b977e22af544f8a7e5a803935c329c,"Lowering the barriers to computational modeling of Earth’s surface: coupling Jupyter Notebooks with Landlab, HydroShare, and CyberGIS for research and education"
401,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,0ad06d372562491c8b8b665ff9082934,iUTAH GAMUT Network Raw Data at Provo River near Soapstone Basic Aquatic (PR_ST_BA)
402,National Science Foundation,,,,cc5eff485c98427b99e0e8b63ec7ee3b,Landlab Jupyter Terminal at CUAHSI
403,National Science Foundation,,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,fa37f35610c34a278042d7fc93e8c47f,Optimizing Barrier Removal in Utah's Weber Basin
404,National Science Foundation,,OAC 1450338,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",e13edcbc3f5941e99f04f694a9aa2122,hillslope_diffusion_class_notebook
405,CUAHSI,,,,cc5eff485c98427b99e0e8b63ec7ee3b,Landlab Jupyter Terminal at CUAHSI
406,National Science Foundation,https://www.nsf.gov/,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,7b551c0d6ef147b1bc2a006b2b898e1b,Stream biofilm diphenhydramine dose-response experiment
407,National Science Foundation,http://www.nsf.gov,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,8790b70edb2e4302b7fe10e145450567,iUTAH GAMUT Network Raw Data at Climate Station at Tony Grove (LR_TG_C)
408,National Science Foundation,,1208732,iUTAH Innovative Urban Transitions and Aridregion Hydro-sustainability,7722d73be4b348a9ad874fe29086c1fb,Dissolved Organic Matter spectrofluorometric properties along a mountain to urban gradient in North East Utah
409,iUTAH,,,,fb4aa2ccf8af4d7087f28fd84ac0868e,Risk Communication on Social Media to Spanish-Speaking Populations
410,National Science Foundation,,OAC 1450338,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",52c7bdba8cf643d494ef8c0eb5fa93b0,stream_power_channels_class_notebook
411,National Science Foundation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1148453,ACI 1148453 and ACI-1148090,Collaborative Research: SI2-SSI: An Interactive Software Infrastructure for Sustaining Collaborative Community Innovation in the Hydrologic Sciences ,880810ef9d474bb19ef69a864a983762,Logan 10 m Terrain Analysis
412,NSF,,,,fb4aa2ccf8af4d7087f28fd84ac0868e,Risk Communication on Social Media to Spanish-Speaking Populations
413,National Science Foundation,,OAC 1450338,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",bcc4e2eabedd42ac8f1473ee4a34e4ed,hydrograph_class_notebook
414,National Science Foundation,,OAC 1450338,"Collaborative Research: SI2-SSI: Landlab: A Flexible, Open-Source Modeling Framework for Earth-Surface Dynamics",4987f0431f75486c8986f891a2c298c8,north_carolina_hillslope_class_notebook
415,Australian Centre for International Agricultural Research,http://aciar.gov.au/,LWR/2002/100,,8e0ad0e45df44404b0ad42ecc84a95da,"Hydrological data for Pogro study site, Purulia district, West Bengal, India"
416,National Science Foundation,http://iutahepscor.org/,1208732,iUTAH-innovative Urban Transitions and Aridregion Hydro-sustainability,4dc603691c964c07a766f00638024776,Soil Description for GAMUT Weather Stations
417,Utah Division of Wildlife Resources,,,,025d44af96cd43daa80b56b68be22be1,Projected Aquatic Climate Exposure in Intermountain West Basins
418,NSF,https://nsf.gov/awardsearch/showAward?AWD_ID=1344280,EAR-1344280,"INSPIRE Track 1: Earthcasting fluvial systems: Physical, ecological, and biogeochemical dynamics",4f1fb5bd6baa44b193183e381f36d2ed,Water Level Measurements; Gensburg Markham Prairie; 2016-2017
419,The Nature Conservancy,,,,025d44af96cd43daa80b56b68be22be1,Projected Aquatic Climate Exposure in Intermountain West Basins
420,NSF,https://www.nsf.gov/awardsearch/showAward?AWD_ID=1541891,EAR-1541891,"EAGER: FEW: Life cycle comparison of water, energy, nutrient, and carbon requirements of urban and conventional food production strategies",4f1fb5bd6baa44b193183e381f36d2ed,Water Level Measurements; Gensburg Markham Prairie; 2016-2017
